category,description,title,brand,rank,price,productID
"['Books', 'Literature & Fiction', ""Women's Fiction""]",[],King of the Castle,Holt Victoria,"3,588,395 in Books (",$5.99,0006119875
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['', ""'Vigorous thriller with screaming tyres' Observer"", ""'Excitement comes from the gruelling car chases and scenes of motor-racing life' Sunday Telegraph"", ""'A magnificent storyteller' Sunday Mirror"", 'The most successful British novelist of his time Jack Higgins', '', '', 'Alistair MacLean, the son of a Scots minister, was brought up in the Scottish Highlands. In 1941 he joined the Royal Navy. After the war he read English at Glasgow University and became a schoolmaster. The two and a half years he spent aboard a wartime cruiser were to give him the background for HMS Ulysses, his remarkably successful first novel, published in 1955. He is now recognized as one of the outstanding popular writers of the 20th century, the author of 29 worldwide bestsellers, many of which have been filmed.', '', '', '']",The Way to Dusty Death,Visit Amazon's Alistair MacLean Page,"1,282,369 in Books (",$9.99,0006151353
"['Books', 'Literature &amp; Fiction', 'Genre Fiction']","['1st edition 1st printing paperback, fine In stock shipped from our UK warehouse', '', '']",RAMAGE,Visit Amazon's Dudley Pope Page,"8,307,273 in Books (",$1.77,0006155480
"['Books', 'Mystery, Thriller &amp; Suspense', 'Mystery']",[],Endless Night,Visit Amazon's Agatha Christie Page,"18,198,357 in Books (",$19.41,0006123767
"['Books', 'Literature &amp; Fiction', 'Genre Fiction']",[],Witch from the Sea (Daughters of England),Visit Amazon's Philippa Carr Page,"3,867,963 in Books (",$0.96,0006142737
"['Books', 'Literature &amp; Fiction', 'Genre Fiction']","['Catherine and Carey had grown up together. But when their friendship turns to love they are forbidden to marry. As a result Catherine falls in love with the sea captain Jake, only for their courtship to be interrupted by war. This is the second novel in the family saga ""Daughters of England"".', '', '']",Lion Triumphant,Visit Amazon's Philippa Carr Page,"848,626 in Books (",$15.05,0006137741
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['Stephen Donaldson was born in 1947 in Cleveland, Ohio. Between the ages of three and sixteen he lived in India, where his father, an orthopaedic surgeon, worked with leprosy sufferers. This inspired his fictional character, Thomas Covenant. Donaldson served two years as a conscientious objector doing hospital work in Akron, then attended Kent State University, where he received his M.A. in English in 1971. He now lives in Albuquerque, New Mexico.', '', '']",The Illearth War (The Chronicles of Thomas Covenant),Stephen Donaldson,"18,114,420 in Books (",$5.07,0006152465
"['Books', 'Arts &amp; Photography', 'Music']",[],A question of upbringing: A novel (A Dance to the music of time),ANTHONY POWELL,"3,723,459 in Books (",$9.89,0006145388
[],[],Murder in the Mews,Visit Amazon's Agatha Christie Page,"3,556,182 in Books (",$4.16,0006159990
"['Books', 'Literature &amp; Fiction', 'Genre Fiction']","['This saga brings alive the world of the 10th century AD when the Vikings raided the coasts of England. Acclaimed as one of the best historical novels ever written, this engaging saga of Viking adventure in 10th century northern Europe has a very appealing young hero, Orm Tostesson, whose story we follow from inexperienced youth to adventurous old age, through slavery and adventure to a royal marriage and the search for great treasure. Viking expeditions take him to lands as far apart as England, Moorish Spain, Gaardarike (the country that was to become Russia), and the long road to Miklagard. The salt-sea spray, the swaying deck awash in slippery blood are the backdrop to fascinating stories of King Harald Blue Tooth, the Jomsvikings, attempts to convert the Northmen to Christianity, and much else. Like H. Rider Haggard, Bengtsson is a master of the epic form.', '', '']",The Long Ships,Visit Amazon's Frans Gunnar Bengtsson Page,"2,156,758 in Books (",$75.89,000612609X
"['Books', 'Literature &amp; Fiction', 'Genre Fiction']","['All pages and cover are intact. Spine may show signs of wear. Pages may include limited notes and highlighting.', '', '']",Captains And the kings,Visit Amazon's Taylor Caldwell Page,"2,966,651 in Books (",$78.78,0006148697
"['Books', 'Literature &amp; Fiction']","['', '']",Cold Moon Over Babylon,Visit Amazon's Michael McDowell Page,"10,506,610 in Books (",$15.05,0006160999
"['Books', 'Mystery, Thriller &amp; Suspense', 'Mystery']","['paperback, vg++ In stock shipped from our UK warehouse', '', '']",Died in the Wool,Visit Amazon's Ngaio Marsh Page,"15,114,918 in Books (",$3.92,0006130577
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['', ""'A thoroughly professional cliff-hanger' Sunday Telegraph"", '', '', 'Alistair MacLean, the son of a Scots minister, was brought up in the Scottish Highlands. In 1941 he joined the Royal Navy. After the war he read English at Glasgow University and became a schoolmaster. The two and a half years he spent aboard a wartime cruiser were to give him the background for HMS Ulysses, his remarkably successful first novel, published in 1955. He is now recognized as one of the outstanding popular writers of the 20th century, the author of 29 worldwide bestsellers, many of which have been filmed.', '', '', '']",Ice Station Zebra,Visit Amazon's Alistair MacLean Page,"89,966 in Books (",$9.99,0006161413
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['', ""'With this book Alistair MacLean will make another killing' Sunday Mirror"", '', '', 'Alistair MacLean, the son of a Scots minister, was brought up in the Scottish Highlands. In 1941 he joined the Royal Navy. After the war he read English at Glasgow University and became a schoolmaster. The two and a half years he spent aboard a wartime cruiser were to give him the background for HMS Ulysses, his remarkably successful first novel, published in 1955. He is now recognized as one of the outstanding popular writers of the 20th century, the author of 29 worldwide bestsellers, many of which have been filmed.', '', '', '']",Puppet on a Chain,Visit Amazon's Alistair MacLean Page,"1,805,638 in Books (",$13.40,0006157513
"['Books', 'Literature &amp; Fiction', 'Genre Fiction']","[""From back cover: It is 1800 and up and down the Mediterranean Nelson's captains patrol, guarding English merchantmen against the twin menaces of Napoleon's raiders and Algerian pirates.  And the proudest captain in the Navy is Jack Aubrey, newly-appointed Master and Commander of his first ship, the brig Sophie.  Sophie is old, slow, too small for the guns she needs; her crew has grown soft under a captain who took no chances.  But Jack will not be content until he has made her into a fighting ship - and captured the prizes that will make his fortune ..."", '', '']",Master and Commander,O'Brian Patrick,"3,807,246 in Books (",$1.35,000614182X
"['Books', 'Mystery, Thriller &amp; Suspense', 'Mystery']","['The quickness of Christies hand still continues to deceive our eyes. (Val McDermid,<i> New York Times</i> bestselling author)<br /><br />Twice as brilliant as <i>Death on the Nile</i>, which was entirely brilliant. (<i>The Observer</i> (UK))', '', 'Among the towering red cliffs of Petra, like somemonstrous swollen Buddha, sits the corpse of Mrs. Boynton. A tiny puncture mark on her wrist is the only sign of the fatal injection that killed her.', 'With only twenty-four hours available to solve the mystery, Hercule Poirot recalled a chance remark hed overheard back in Jerusalem: You see, dont you, that shes got to be killed? Mrs. Boynton was, indeed, the most detestable woman hed ever met. . . .', '', '', '']",Appointment with Death,Visit Amazon's Agatha Christie Page,"11,297,639 in Books (",$0.53,0006140459
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['', 'Guns, gangsters, sudden death, terrific action on land and under the sea  Fear is the Key has a plot that will require a lot of willpower to stop you looking at the last page.<br />Sunday Mirror', 'Keeps tension at screaming point.<br />Daily Express', 'Excitement and violence  the pace never slackens.<br />Scotsman', '', '', 'Alistair MacLean, the son of a Scots minister, was brought up in the Scottish Highlands. In 1941 he joined the Royal Navy. After the war he read English at Glasgow University and became a schoolmaster. The two and a half years he spent aboard a wartime cruiser were to give him the background for HMS Ulysses, his remarkably successful first novel, published in 1955. He is now recognized as one of the outstanding popular writers of the 20th century, the author of 29 worldwide bestsellers, many of which have been filmed. He died in 1987.', '', '', '']",Fear is the Key,Visit Amazon's Alistair MacLean Page,"1,026,876 in Books (",$9.99,0006159915
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['', ""'Admirably written  one gasps and freezes and burns with the frightful cold'<br />Sunday Times"", ""'Hair-raising! MacLean had done it again' Manchester Evening News"", '', '', 'Alistair MacLean, the son of a Scots minister, was brought up in the Scottish Highlands. In 1941 he joined the Royal Navy. After the war he read English at Glasgow University and became a schoolmaster. The two and a half years he spent aboard a wartime cruiser were to give him the background for HMS Ulysses, his remarkably successful first novel, published in 1955. He is now recognized as one of the outstanding popular writers of the 20th century, the author of 29 worldwide bestsellers, many of which have been filmed.', '', '', '']",Night Without End,Visit Amazon's Alistair MacLean Page,"293,336 in Books (",,0006161227
"['Books', 'Literature &amp; Fiction', 'Action &amp; Adventure']","['', ""'Told with all MacLean's famous gusto' Evening News"", ""'MacLean has gone back to sea - good news for anyone who likes a rip-roaring story' Evening Standard"", ""'A magnificent storyteller' Sunday Mirror"", 'The most successful British novelist of his time Jack Higgins', '', '', 'Alistair MacLean, the son of a Scots minister, was brought up in the Scottish Highlands. In 1941 he joined the Royal Navy. After the war he read English at Glasgow University and became a schoolmaster. The two and a half years he spent aboard a wartime cruiser were to give him the background for HMS Ulysses, his remarkably successful first novel, published in 1955. He is now recognized as one of the outstanding popular writers of the 20th century, the author of 29 worldwide bestsellers, many of which have been filmed.', '', '', '']",Seawitch,Visit Amazon's Alistair MacLean Page,"639,753 in Books (",$9.99,0006164749
